OTU	SMPL0	SMPL1	SMPL2	SMPL3	SMPL4	SMPL5	SMPL6	SMPL7	SMPL8	SMPL9	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL60	SMPL61	SMPL62	SMPL63	SMPL64	SMPL65	SMPL66	SMPL67	SMPL68	SMPL69	SMPL70	SMPL71	SMPL72	SMPL73	SMPL74	SMPL75	SMPL76	SMPL77	SMPL78	SMPL79	SMPL80	SMPL81	SMPL82	SMPL83	SMPL84	SMPL85	SMPL86	SMPL87	SMPL88	SMPL89	SMPL90	SMPL91	SMPL92	SMPL93	SMPL94	SMPL95	SMPL96	SMPL97	SMPL98	SMPL99	SMPL100	SMPL101	SMPL102	SMPL103	SMPL104	SMPL105	SMPL106	SMPL107
OTU_46	0	0	0	7	0	12	2	0	0	32	0	16	0	0	0	0	14	0	1	125	73	0	69	0	0	0	0	0	1017	5	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	50	25	0	0	1	0	0	0	0	0	36	0	0	284	0	7010	66	8	0	0	0	1	6	48	2341	20	34	0	0	0	0	0	0	82	2	0	0	31	20	0	0	257	0	0	0	0	41	0	0	10664	3	0	0	18	0	0	0	1	0	1	0	3	0
OTU_47	0	0	0	97	24	22	0	0	0	0	3	0	158	0	0	104	0	0	0	0	1	0	0	0	0	0	17770	0	134	14	236	740	0	44	1	0	0	0	0	117	135	10	35	1	0	3	10	0	0	3	0	0	29	0	0	0	10	0	0	0	0	4	1	0	0	0	30	0	0	19	2	766	0	0	0	62	0	58	26	29	0	0	3	0	0	0	441	15	0	0	6	37	0	0	0	0	0	21	0	78	0	0	3	0	5	402	0	0
OTU_48	301	7	220	0	34	305	1	679	0	230	892	427	103	0	0	0	0	1649	31	24	0	0	0	0	819	308	0	183	39	129	300	50	1151	0	4	5	45	1	0	0	0	0	0	0	12	0	70	1391	5	33	45	3457	0	0	0	694	13	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	3	78	107	0	0	542	0	0	52	32	46	0	253	0	0	0	88	726	0	0	0	0	27	0	1772	0	275	99	3186	3	6	0	5	0	0	0
OTU_49	0	0	0	0	0	0	0	0	961	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135
OTU_50	0	0	0	214	0	0	0	0	0	0	0	0	0	0	23	247	0	0	0	27	5	0	15	0	0	0	549	0	0	0	0	0	0	21	0	0	0	0	0	1334	1119	1	4200	1	0	3	0	0	0	0	0	0	0	0	0	0	0	142	3	26	406	4	9	135	0	669	18	264	0	143	998	1195	0	0	0	8	0	0	0	2374	0	0	0	44	0	13	517	5300	0	0	22	299	22	0	0	0	0	184	0	0	0	0	0	0	0	108	0	0
OTU_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	88	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	50	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	30	0	0	47	0	0	0	5109	14374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	1	1	301	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1098	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17696	0	0	0	3
OTU_53	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	28	1	0	0	15	101	0	10	0	0	0	1107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	54	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	106	0	0	0	0	116	333	0	0	0	0	0	37	0	2567	0	0	0	0	157	0	0	263	0	0	0	1	0	533	4868	112	0	0	369	17	1	0	0	0	0	2	0	0	0	0	0	0	0	7001	0	0
OTU_54	0	0	0	0	0	0	0	0	983	0	96	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	16214	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	1	1	10	1	1	17	0	14	0	0	5	0	0	0	0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
OTU_55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11943	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	3670	0	1	0	0	0	0	983	0	41	261	0	0	0	0	0	0	18	128	0	0	353	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_56	0	0	0	118	0	0	0	0	89	0	0	0	0	0	0	1	4	0	0	4	16	0	8	398	0	0	433	0	0	0	0	0	0	29	0	0	0	0	0	348	0	197	111	34	0	68	0	0	0	0	0	0	2	9185	0	0	0	3	1	8	0	1	2	134	0	162	50	25	0	0	2448	255	0	0	0	1094	0	0	13	75	0	0	0	9	0	19	431	381	0	0	0	0	58	0	0	16	0	12	0	0	0	0	0	31	0	0	0	1
OTU_57	0	0	0	0	0	0	0	0	15025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	61	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	324	0	0	0	0	76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13841	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	2	4	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_59	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	887	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	8042	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3789	0	0	0	0	0	0	0	171	215	0	0	0	0	0	0	4	0	0	0	0	0	1586	0	0
OTU_60	0	9	1	64	1277	8455	0	64	0	0	607	20	0	2	0	0	0	8	0	0	1	0	0	0	262	32	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	4	0	3	0	0	0	0	262	0	30	619	3	159	191	0	0	236	0	0	0	35	1	0	0	0	15	0	0	0	105	0	7	1	0	0	726	1	17	0	0	211	909	0	0	0	2	0	1	8	0	0	0	3	0	0	298	0	0
OTU_61	0	0	0	5428	0	0	0	0	81	0	0	0	0	0	0	63	4	0	0	6	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	714	1534	182	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	732	124	59	129	0	123	0	0	0	313	0	0	0	0	0	0	43	0	0	0	0	0	0	7	0	0	1	0	0	0	5	136	38	0	0	0	0	0	0	0	0	0	0	4220	0	349	0	0
OTU_62	0	0	0	23	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	0	493	0	0	373	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	19	12295	0	0	0	2	59	0	0	0	1	11	0	0	0	0	0	34	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	74	30	495	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12729	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	327	4	0	0	0	0	0	0	0	1	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_64	0	0	0	93	0	0	0	0	165	0	0	0	0	0	2	2	5	0	0	3	11	0	12	343	0	0	560	0	0	0	0	0	0	41	0	0	0	0	0	332	0	202	86	31	0	78	0	0	0	0	0	0	10	7444	0	0	0	4	0	8	0	0	6	128	0	146	26	27	0	1	1821	151	0	0	0	539	0	0	23	66	0	0	0	6	0	18	376	283	0	0	0	0	56	0	0	12	0	5	0	0	0	0	0	38	0	0	0	0
OTU_65	0	0	0	19	0	0	0	0	1952	0	0	0	0	0	12	57	0	0	0	11	0	0	61	34	0	0	1389	0	0	0	0	0	0	123	0	0	0	0	0	444	0	0	893	1	0	8	0	0	0	0	0	0	391	0	0	0	0	158	0	0	32	16	16	11	0	2	0	0	0	0	0	66	0	0	0	90	0	0	1999	286	0	0	0	10	0	438	0	46	0	0	91	56	71	1284	0	9	0	101	0	0	0	0	0	1178	0	1649	0	67
OTU_66	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	36	0	0	0	0	0	879	0	0	0	0	0	0	131	0	0	0	0	0	0	89	1	1	1	0	1304	0	0	0	0	0	0	158	0	2051	0	0	0	16	0	0	1	2	0	0	0	257	0	0	0	0	0	0	0	0	71	0	0	426	1820	0	0	0	6	0	29	2076	1946	0	0	10	3	2	10	0	125	0	11	0	0	0	0	0	0	0	276	0	1034
OTU_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	12760	0	0	0	0	0	0	0	0	0	1
OTU_68	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	2	0	12332	0	0	0	0	0	0	0	0	0	0
OTU_69	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	4000	67	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	73	0	8	1	0	11	1	0	0	0	0	0	1761	0	7	0	0	0	0	144	0	0	183	0	0	0	4	0	0	2	0	14	0	0	636	4	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4603
OTU_70	0	0	2	47	0	0	0	13	0	0	83	16	0	0	16	150	3	0	0	27	1	0	0	0	0	4	190	0	1	2	2	0	0	6	0	0	0	0	0	242	242	424	1654	19	0	0	1	40	0	0	0	14	1	2	0	0	0	22	0	13	222	1	4	24	0	235	1	79	0	77	738	363	0	0	3	18	0	90	13	3891	0	0	87	6	0	2	186	1889	7	0	89	103	6	0	5	0	0	31	0	0	0	2	1	1	0	36	0	0
OTU_71	0	0	0	10248	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	380	0	0	0	0	137	1	0	0	0	0	27	0	0	0	0	0	0	0	304	0	0
OTU_72	0	0	0	59	0	0	0	0	0	0	0	0	0	0	24	35	1	0	0	61	8	0	5	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	89	0	193	0	0	0	0	0	0	0	0	0	0	1917	0	1	0	0	0	2	14	53	68	17	238	17	330	32	676	0	33	103	0	0	0	0	0	85	0	0	0	0	0	0	0	0	289	5266	0	0	0	39	18	0	196	0	28	0	29	0	0	0	0	0	452	0	20	0	10
OTU_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	73	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	5	0	0	0	0	0	0	5049	0	2	0	0	0	11	13	17	0	0	0	0	885	25	3706	0	1	216	0	0	0	0	22	0	0	0	0	0	0	0	2	0	5	0	0	0	0	86	0	1	0	0	160	0	0	0	0	0	0	0	10	0	418	0	0
OTU_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	95	3	1	92	0	1375	0	0	0	112	604	475	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6301	0	0	162	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_75	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	443	0	0	261	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	17	8935	0	0	0	0	27	0	1	0	0	11	0	0	0	1	0	35	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	51	25	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_76	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	139	75	0	69	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	63	0	0	0	0	0	0	0	1	0	0	0	1	286	0	6752	56	7	0	0	0	0	5	0	2257	13	35	0	0	0	0	0	0	82	0	0	0	0	20	0	0	247	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	10058	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	41
OTU_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2343	0	0	1	2	0	0	0	109	3	0	0	0	0	0	0	0	0	0	0	0	0	1337	0	0
OTU_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	987	1830	0	6183	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	13	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_80	0	0	0	23	0	0	0	0	118	0	0	0	0	0	0	233	0	0	0	6	1	0	0	0	0	0	1177	0	0	0	0	0	0	175	0	0	0	0	0	147	44	2037	1394	0	0	4	0	0	0	0	0	0	1	0	0	0	0	33	0	8	20	33	4	27	0	84	90	58	0	54	0	331	0	0	0	0	0	0	104	2501	0	0	0	0	0	98	317	114	0	0	32	24	0	0	0	4	0	66	0	0	0	0	0	45	0	8	0	9
OTU_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9008	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	1	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_82	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	44	0	0	1154	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	68	122	0	0	0	0	0	0	0	0	5	0	0	0	0	2	37	2	0	0	17	0	7	4737	36	530	0	27	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1631	0	0	0	0
OTU_83	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	3264	42	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	1	0	7	0	0	0	0	0	0	1200	0	2	0	0	0	0	10	0	0	119	0	0	0	8	0	0	0	0	0	0	2	447	3	0	0	0	0	25	0	0	0	0	0	0	0	0	0	3770
OTU_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	8416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
OTU_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7965	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_86	0	0	0	0	0	0	0	0	7352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	289	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	402	0	0	0	0	0	0	1	0	0	0	0	0	0	868	1564	1	4662	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
OTU_88	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	2	0	0	0	0	0	5927	0	0	0	0	0	0	46	0	0	0	0	0	86	115	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	2	0	0	37	0	0	17	0	627	0	0	0	9	0	0	28	0	0	0	0	0	0	0	364	0	0	0	4	26	0	0	0	0	0	23	0	0	0	0	0	0	0	95	0	0
OTU_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2208	5131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102	5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	35	0	0	1169	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	85	0	0	0	0	0	0	0	0	5	0	0	0	0	4	39	1	1	0	17	1	5	3286	52	414	0	30	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1301	0	0	0	0
OTU_93	0	0	0	0	0	0	0	0	6992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_94	0	0	0	0	0	0	0	0	6881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_95	0	0	0	5	0	0	0	0	272	0	0	0	0	0	0	72	0	0	0	32	24	0	0	46	0	0	82	0	0	0	0	0	0	9	0	0	0	0	0	0	115	0	1	0	0	0	0	0	0	0	0	0	455	2	0	0	0	0	4	0	25	1	19	0	0	3360	779	322	0	16	430	0	0	0	0	6	0	0	17	289	0	0	0	1	0	4	232	0	0	0	84	0	12	22	0	5	0	10	0	0	0	0	0	1	0	0	0	4
OTU_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6663	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_98	0	0	0	0	0	0	0	5823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5728	0	0	0	0	0	0	1	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_100	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5573	0	0	0	0	2	0	1	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
OTU_101	0	0	0	5	0	0	0	0	3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	239	1692	0	0	2	0	0	0	50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	250	0	0
OTU_102	0	0	1	0	3	3	0	0	155	0	260	49	0	0	0	21	0	0	5	12	0	0	0	24	70	14	39	6	12	3	235	108	0	0	1	0	0	1	0	57	0	0	0	0	0	0	6	0	2	3	24	0	0	145	0	77	0	0	87	0	0	0	24	2	0	0	16	2	37	0	1421	1	0	0	34	0	0	114	274	157	33	9	0	0	69	32	42	64	0	0	0	22	1	0	0	8	0	36	15	18	252	3	1	1265	0	0	0	0
OTU_103	0	3	69	65	42	38	0	0	0	0	266	1	0	0	4	22	0	0	7	92	0	0	0	11	153	12	0	0	25	0	63	0	49	0	10	0	0	2	0	0	32	0	25	0	0	7	30	0	2	11	0	0	366	1	0	74	1	0	0	0	20	0	2	5	0	1	61	0	313	0	0	0	0	0	0	5	3	73	43	928	0	0	3	0	0	1322	0	0	5	58	1	0	0	120	0	0	0	0	37	22	839	6	2	0	3	3	0	0
OTU_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5287	0	0
